gwgroupid,year,countries_gwid,onset_id,countryname,territorial_c,intensity_level,active_dyads,active_dyads_change,ongoing_any,ongoing_lowint,ongoing_highint,onset_lowint,onset_lowint5,onset_lowint_terr,onset_lowint_govt,onset_highint,escalation,peaceyrs_lowint,peaceyrs_highint,waryrs,waryrs_lowint,waryrs_highint,int_level_lag,int_level1_lag,int_level2_lag,prev_conf_recipient,warhist_onset5,OSV_Gov_Est,Target_Gov,ActorId_Gov,OSV_Gov_Total,ActorId_Gov_n,OSV_Reb_Est,Target_Reb,ActorId_Reb,OSV_Reb_Total,ActorId_Reb_n,Target_agEGIP,OSV_agEGIP,family_warhist,family_peaceyears,downgraded2,downgraded5,downgraded_excl2,downgraded_excl5,status_excl,status_discrim,statusname,groupsize,family_incidence_flag,family_incidence_terr_flag,family_incidence_gov_flag,incidence_flag,incidence_eth_flag,ln_gdppc_l,ln_pop_l,OSV_Gov_relat,OSV_Reb_relat,OSV_Gov_onset,Target_Gov_onset,Target_Gov_l1,Target_Gov_l2,Target_Gov_l5,Target_Reb_l1,Target_Reb_l2,Target_Reb_l5,OSV_Gov_l1,OSV_Gov_l2,OSV_Gov_l5,OSV_agEGIP_l1,OSV_agEGIP_l2,OSV_agEGIP_l5,Target_agEGIP_l1,Target_agEGIP_l2,Target_agEGIP_l5,cincidence_flag_l,cincidence_eth_flag_l,warhist_pre89,yrs_excl,yrs_excl_all,yrs_excl_cum,ever_excl,yrs_disc,yrs_disc_all,yrs_disc_cum,ever_disc,yrs_excl_onset,yrs_excl_all_onset,yrs_excl_cum_onset,ever_excl_onset,yrs_disc_onset,yrs_disc_all_onset,yrs_disc_cum_onset,ever_disc_onset,downgraded2_onset,downgraded5_onset,downgraded_excl2_onset,downgraded_excl5_onset,status_excl_onset,status_disc_onset,PKO,PTS_S_l,v2x_polyarchy_l,v2x_libdem_l,v2x_partipdem_l,groupname,family_warhist2,fam_warhist_dummy,fam_warhist2_dummy,warhist_onset5_dummy,targ_history,fam_warhist2_OSV_dummy,warhist_onset5_OSV_dummy,l_yrs_excl_all,l_yrs_disc_all,l_yrs_excl_cum,l_yrs_disc_cum,l_yrs_excl,l_yrs_disc,pys_low2,pys_low3,wys_low2,wys_low3,wys_high2,wys_high3,Target_Gov_l1pr,Target_Gov_l1unpr,risktaking
203000,1992,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,46,46,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,46,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.123999998,0,0,0,0,0,10.3411878135373,12.4521798620076,0.0,0.0,0,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,47.0,47.0,47.0,1.0,0.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,0.873,0.814,0.633,African Americans,0,0,0,0,0,0,0,3.87120101090789,0.0,3.87120101090789,3.04452243772342,3.87120101090789,0.0,2116,97336,0,0,0,0,0.0,0.0,0.11659
203000,1993,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,47,47,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,47,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.123999998,0,0,0,0,0,10.367004878626,12.461783749806,0.0,0.0,0,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,48.0,48.0,48.0,1.0,0.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,0.88,0.825,0.632,African Americans,0,0,0,0,0,0,0,3.89182029811063,0.0,3.89182029811063,3.04452243772342,3.89182029811063,0.0,2209,103823,0,0,0,0,0.0,0.0,0.11659
203000,1994,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,48,48,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,48,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.123999998,0,0,0,0,0,10.3881938163917,12.4715215706134,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,49.0,1.0,0.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,0.865,0.808,0.624,African Americans,0,0,0,0,0,0,0,3.91202300542815,0.0,3.91202300542815,3.04452243772342,3.91202300542815,0.0,2304,110592,0,0,0,0,0.0,0.0,0.11659
203000,1995,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,49,49,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,49,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.123999998,0,0,0,0,0,10.4211110185281,12.4816909170735,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,1.0,0.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,0.865,0.806,0.626,African Americans,0,0,0,0,0,0,0,3.93182563272433,0.0,3.93182563272433,3.04452243772342,3.93182563272433,0.0,2401,117649,0,0,0,0,0.0,0.0,0.11659
203000,1996,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,50,50,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,50,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.123999998,0,0,0,0,0,10.4358860005806,12.49246784031,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,51.0,1.0,0.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,0.866,0.808,0.626,African Americans,0,0,0,0,0,0,0,3.95124371858143,0.0,3.95124371858143,3.04452243772342,3.95124371858143,0.0,2500,125000,0,0,0,0,0.0,0.0,0.11659
203000,1997,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,51,51,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,51,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.123999998,0,0,0,0,0,10.4632684696941,12.5039288975415,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,52.0,1.0,0.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,0.867,0.809,0.63,African Americans,0,0,0,0,0,0,0,3.97029191355212,0.0,3.97029191355212,3.04452243772342,3.97029191355212,0.0,2601,132651,0,0,0,0,0.0,0.0,0.11659
203000,1998,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,52,52,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,52,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.123999998,0,0,0,0,0,10.4967829056053,12.5159197731349,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,53.0,1.0,0.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,0.872,0.813,0.63,African Americans,0,0,0,0,0,0,0,3.98898404656427,0.0,3.98898404656427,3.04452243772342,3.98898404656427,0.0,2704,140608,0,0,0,0,0.0,0.0,0.11659
203000,1999,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,53,53,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,53,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.123999998,0,0,0,0,0,10.5281888548382,12.5281056724111,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,54.0,1.0,0.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,0.873,0.815,0.639,African Americans,0,0,0,0,0,0,0,4.00733318523247,0.0,4.00733318523247,3.04452243772342,4.00733318523247,0.0,2809,148877,0,0,0,0,0.0,0.0,0.11659
203000,2000,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,54,54,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,54,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.123999998,0,0,0,0,0,10.5634426710524,12.5400418593446,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,55.0,55.0,1.0,0.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,0.88,0.826,0.639,African Americans,0,0,0,0,0,0,0,4.02535169073515,0.0,4.02535169073515,3.04452243772342,4.02535169073515,0.0,2916,157464,0,0,0,0,0.0,0.0,0.11659
203000,2001,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,55,55,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,55,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.123999998,0,0,0,1,0,10.5944706431417,12.5514207675364,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,56.0,1.0,0.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,0.88,0.824,0.583,African Americans,0,0,0,0,0,0,0,4.04305126783455,0.0,4.04305126783455,3.04452243772342,4.04305126783455,0.0,3025,166375,0,0,0,0,0.0,0.0,0.11659
203000,2002,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,56,56,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,56,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.123999998,0,0,0,1,0,10.5919967442344,12.5621541434146,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,57.0,57.0,57.0,1.0,0.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,0.818,0.753,0.584,African Americans,0,0,0,0,0,0,0,4.06044301054642,0.0,4.06044301054642,3.04452243772342,4.06044301054642,0.0,3136,175616,0,0,0,0,0.0,0.0,0.11659
203000,2003,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,57,57,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,57,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.123999998,0,0,0,1,0,10.5946242133551,12.5723370482849,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58.0,58.0,58.0,1.0,0.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,0.821,0.763,0.61,African Americans,0,0,0,0,0,0,0,4.07753744390572,0.0,4.07753744390572,3.04452243772342,4.07753744390572,0.0,3249,185193,0,0,0,0,0.0,0.0,0.11659
203000,2004,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,58,58,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,58,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.123999998,0,0,0,1,0,10.6083661501405,12.5820774285478,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.0,59.0,59.0,1.0,0.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,0.849,0.795,0.608,African Americans,0,0,0,0,0,0,0,4.0943445622221,0.0,4.0943445622221,3.04452243772342,4.0943445622221,0.0,3364,195112,0,0,0,0,0.0,0.0,0.11659
203000,2005,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,59,59,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,59,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.123999998,0,0,0,1,0,10.6328555182694,12.5915497171549,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,60.0,60.0,60.0,1.0,0.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,0.846,0.788,0.596,African Americans,0,0,0,0,0,0,0,4.11087386417331,0.0,4.11087386417331,3.04452243772342,4.11087386417331,0.0,3481,205379,0,0,0,0,0.0,0.0,0.11659
203000,2006,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,60,60,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,60,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.123999998,0,0,0,1,0,10.6532430651132,12.6008821841629,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,61.0,61.0,61.0,1.0,0.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,0.835,0.784,0.596,African Americans,0,0,0,0,0,0,0,4.12713438504509,0.0,4.12713438504509,3.04452243772342,4.12713438504509,0.0,3600,216000,0,0,0,0,0.0,0.0,0.11659
203000,2007,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,61,61,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,61,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.123999998,0,0,0,1,0,10.6702738274867,12.6100849321374,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,62.0,62.0,62.0,1.0,0.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,0.845,0.787,0.655,African Americans,0,0,0,0,0,0,0,4.14313472639153,0.0,4.14313472639153,3.04452243772342,4.14313472639153,0.0,3721,226981,0,0,0,0,0.0,0.0,0.11659
203000,2008,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,62,62,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,62,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.123999998,0,0,0,1,0,10.6805136883379,12.6191241043722,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.0,63.0,63.0,1.0,0.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,0.896,0.836,0.648,African Americans,0,0,0,0,0,0,0,4.15888308335967,0.0,4.15888308335967,3.04452243772342,4.15888308335967,0.0,3844,238328,0,0,0,0,0.0,0.0,0.11659
203000,2009,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,63,63,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,63,0.0,0.0,0.0,0.0,0.0,0.0,JUNIOR PARTNER,0.123999998,0,0,0,1,0,10.6652998842219,12.6280311860938,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63.0,1.0,0.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,0.899,0.838,0.659,African Americans,0,0,0,0,0,0,0,0.0,0.0,4.15888308335967,3.04452243772342,0.0,0.0,3969,250047,0,0,0,0,0.0,0.0,0.11659
203000,2010,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,64,64,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,64,0.0,0.0,0.0,0.0,0.0,0.0,JUNIOR PARTNER,0.123999998,0,0,0,1,0,10.6199549409551,12.6368374339583,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63.0,1.0,0.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,0.899,0.846,0.65,African Americans,0,0,0,0,0,0,0,0.0,0.0,4.15888308335967,3.04452243772342,0.0,0.0,4096,262144,0,0,0,0,0.0,0.0,0.11659
203000,2011,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,65,65,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,65,0.0,0.0,0.0,0.0,0.0,0.0,JUNIOR PARTNER,0.123999998,0,0,0,1,0,10.6365078776005,12.6455653584801,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63.0,1.0,0.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,0.907,0.862,0.681,African Americans,0,0,0,0,0,0,0,0.0,0.0,4.15888308335967,3.04452243772342,0.0,0.0,4225,274625,0,0,0,0,0.0,0.0,0.11659
203000,2012,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,66,66,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,66,0.0,0.0,0.0,0.0,0.0,0.0,JUNIOR PARTNER,0.123999998,0,0,0,1,0,10.6487571961283,12.6542312118774,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63.0,1.0,0.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,0.934,0.891,0.685,African Americans,0,0,0,0,0,0,0,0.0,0.0,4.15888308335967,3.04452243772342,0.0,0.0,4356,287496,0,0,0,0,0.0,0.0,0.11659
203000,2013,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,67,67,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,67,0.0,0.0,0.0,0.0,0.0,0.0,JUNIOR PARTNER,0.123999998,0,0,0,1,0,10.6631357206891,12.6618492870144,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63.0,1.0,0.0,0.0,20.0,1.0,,,,,,,,,,,,,,,,,0.937,0.896,0.69,African Americans,0,0,0,0,0,0,0,0.0,0.0,4.15888308335967,3.04452243772342,0.0,0.0,4489,300763,0,0,0,0,0.0,0.0,0.11659
204000,1989,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,43,43,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,43,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.0359999985,0,0,0,0,0,10.3256721084511,12.4227214717025,0.0,0.0,0,0,,,,,,,,,,,,,,,,,,0.0,24.0,24.0,24.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.863,0.801,0.613,Asian Americans,0,0,0,0,0,0,0,3.2188758248682,0.0,3.2188758248682,0.0,3.2188758248682,0.0,1849,79507,0,0,0,0,,,0.11659
204000,1990,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,44,44,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,44,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.0359999985,0,0,0,0,0,10.350550673984,12.4326413243923,0.0,0.0,0,0,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,0.0,25.0,25.0,25.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.86,0.799,0.613,Asian Americans,0,0,0,0,0,0,0,3.25809653802148,0.0,3.25809653802148,0.0,3.25809653802148,0.0,1936,85184,0,0,0,0,0.0,0.0,0.11659
204000,1991,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,45,45,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,45,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.0359999985,0,0,0,0,0,10.3555890785951,12.4424841864932,0.0,0.0,0,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,26.0,26.0,26.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.871,0.813,0.64,Asian Americans,0,0,0,0,0,0,0,3.29583686600433,0.0,3.29583686600433,0.0,3.29583686600433,0.0,2025,91125,0,0,0,0,0.0,0.0,0.11659
204000,1992,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,46,46,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,46,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.0359999985,0,0,0,0,0,10.3411878135373,12.4521798620076,0.0,0.0,0,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,27.0,27.0,27.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.873,0.814,0.633,Asian Americans,0,0,0,0,0,0,0,3.3322045101752,0.0,3.3322045101752,0.0,3.3322045101752,0.0,2116,97336,0,0,0,0,0.0,0.0,0.11659
204000,1993,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,47,47,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,47,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.0359999985,0,0,0,0,0,10.367004878626,12.461783749806,0.0,0.0,0,0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,28.0,28.0,28.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.88,0.825,0.632,Asian Americans,0,0,0,0,0,0,0,3.36729582998647,0.0,3.36729582998647,0.0,3.36729582998647,0.0,2209,103823,0,0,0,0,0.0,0.0,0.11659
204000,1994,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,48,48,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,48,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.0359999985,0,0,0,0,0,10.3881938163917,12.4715215706134,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.865,0.808,0.624,Asian Americans,0,0,0,0,0,0,0,3.40119738166216,0.0,3.40119738166216,0.0,3.40119738166216,0.0,2304,110592,0,0,0,0,0.0,0.0,0.11659
204000,1995,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,49,49,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,49,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.0359999985,0,0,0,0,0,10.4211110185281,12.4816909170735,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.865,0.806,0.626,Asian Americans,0,0,0,0,0,0,0,3.43398720448515,0.0,3.43398720448515,0.0,3.43398720448515,0.0,2401,117649,0,0,0,0,0.0,0.0,0.11659
204000,1996,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,50,50,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,50,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.0359999985,0,0,0,0,0,10.4358860005806,12.49246784031,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.866,0.808,0.626,Asian Americans,0,0,0,0,0,0,0,3.46573590279973,0.0,3.46573590279973,0.0,3.46573590279973,0.0,2500,125000,0,0,0,0,0.0,0.0,0.11659
204000,1997,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,51,51,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,51,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.0359999985,0,0,0,0,0,10.4632684696941,12.5039288975415,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.867,0.809,0.63,Asian Americans,0,0,0,0,0,0,0,3.49650756146648,0.0,3.49650756146648,0.0,3.49650756146648,0.0,2601,132651,0,0,0,0,0.0,0.0,0.11659
204000,1998,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,52,52,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,52,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.0359999985,0,0,0,0,0,10.4967829056053,12.5159197731349,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,33.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.872,0.813,0.63,Asian Americans,0,0,0,0,0,0,0,3.52636052461616,0.0,3.52636052461616,0.0,3.52636052461616,0.0,2704,140608,0,0,0,0,0.0,0.0,0.11659
204000,1999,2,,United States,,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,,53,53,0,0,0,0.0,0.0,0.0,0,0,0,0,,0.0,,0,0,,0,,0,0,0,53,0.0,0.0,0.0,0.0,1.0,0.0,POWERLESS,0.0359999985,0,0,0,0,0,10.5281888548382,12.5281056724111,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,34.0,34.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.873,0.815,0.639,Asian Americans,0,0,0,0,0,0,0,3.55534806148941,0.0,3.55534806148941,0.0,3.55534806148941,0.0,2809,148877,0,0,0,0,0.0,0.0,0.11659
